game,publisher,publisher2,genre,genre_ma,genre_mi,year,year2,esrb,esrb2,local_player,local_player2,online_player,online_player2,metacritic,exclusive,sales_na,sales_eu,sales_jp,sales_o,sales_total
Dance: UK,Big Ben Interactive,Other,Music,NA,Music,2004,2004,E,E,2,2,NA,NA,NA,No,NA,NA,NA,NA,NA
Dark Summit,THQ,THQ,Sports,Sports,NA,2001,2002,T,T,2,2,NA,NA,71,No,0.08,0.02,NA,NA,0.1
Darkwatch,Ubisoft,Ubisoft,Shooter,Shooter,NA,2005,2005,M,M,4,4,16,16,75,No,0.16,0.05,NA,0.01,0.21
Dave Mirra Freestyle BMX 2,Acclaim Entertainment,Acclaim Entertainment,Sports,Sports,NA,2001,2002,T,T,2,2,NA,NA,76,No,0.15,0.04,NA,0.01,0.2
Dead Man's Hand,Atari,Atari,Shooter,Shooter,NA,2004,2004,T,T,1,1,8,8,62,Yes,0.09,0.02,NA,NA,0.11
Dead or Alive 3,Microsoft Game Studios,Microsoft Game Studios,Fighting,NA,Fighting,2001,2002,M,M,4,4,NA,NA,87,Yes,1.19,0.29,0.24,0.06,1.77
Dead or Alive Ultimate,Tecmo Koei,Tecmo Koei,Fighting,NA,Fighting,2004,2004,M,M,4,4,8,8,83,Yes,0.3,0.1,0.08,0.02,0.5
Dead or Alive Xtreme Beach Volleyball,Tecmo Koei,Tecmo Koei,Sports,Sports,NA,2003,2003,M,M,2,2,NA,NA,73,Yes,0.36,0.08,0.14,0.02,0.59
Dead to Rights,Electronic Arts,Electronic Arts,Shooter,Shooter,NA,2002,2002,M,M,1,1,NA,NA,73,No,0.53,0.17,NA,0.03,0.72
Dead to Rights II,Electronic Arts,Electronic Arts,Shooter,Shooter,NA,2005,2005,M,M,1,1,NA,NA,54,No,0.08,0.02,NA,NA,0.11
Deathrow: Underground Team Combat,Ubisoft,Ubisoft,Sports,Sports,NA,2002,2002,M,M,4,4,NA,NA,79,Yes,0.05,0.01,NA,NA,0.06
Def Jam: Fight for NY,Electronic Arts,Electronic Arts,ActionAdventure,ActionAdventure,NA,2004,2004,M,M,4,4,NA,NA,84,No,0.43,0.1,NA,0.02,0.54
Defender,Midway Games,Midway Games,Shooter,Shooter,NA,2002,2002,T,T,2,2,NA,NA,69,No,0.07,0.02,NA,NA,0.09
Delta Force: Black Hawk Down,NovaLogic,Other,Shooter,Shooter,NA,2005,2005,T,T,4,4,16,16,61,No,0.25,0.07,NA,0.01,0.34
Destroy All Humans!,THQ,THQ,ActionAdventure,ActionAdventure,NA,2005,2005,T,T,1,1,NA,NA,76,No,0.34,0.11,NA,0.02,0.46
Destroy All Humans! 2,THQ,THQ,ActionAdventure,ActionAdventure,NA,2006,2006,T,T,2,2,NA,NA,74,No,NA,NA,NA,NA,NA
Deus Ex: Invisible War,Eidos Interactive,Eidos Interactive,Shooter,Shooter,NA,2003,2003,M,M,1,1,NA,NA,84,Yes,0.25,0.07,NA,0.01,0.33
Die Hard: Vendetta,NDA Productions,Other,Shooter,Shooter,NA,2003,2003,M,M,4,4,NA,NA,NA,No,NA,NA,NA,NA,NA
Digimon Rumble Arena 2,Atari,Atari,Fighting,NA,Fighting,2004,2004,T,T,4,4,NA,NA,65,No,0.01,NA,NA,NA,0.02
Digimon World 4,Atari,Atari,RPG,NA,RPG,2005,2005,E,E,4,4,NA,NA,54,No,0.02,0.01,NA,NA,0.03
Dino Crisis 3,Capcom,Capcom,ActionAdventure,ActionAdventure,NA,2003,2003,M,M,1,1,NA,NA,51,Yes,0.08,0.03,0.03,NA,0.14
Dinotopia: The Sunstone Odyssey,Take-Two Interactive,Take-Two Interactive,ActionAdventure,ActionAdventure,NA,2003,2003,T,T,1,1,NA,NA,44,No,0.01,NA,NA,NA,0.01
Disney's Chicken Little,Disney Interactive Studios,Other,Platformer,NA,Platformer,2005,2005,E10,E,1,1,NA,NA,68,No,0.1,0.03,NA,NA,0.14
Disney's Extreme Skate Adventure,Activision,Activision,Sports,Sports,NA,2003,2003,E,E,2,2,NA,NA,76,No,0.08,0.02,NA,NA,0.11
Disney's The Haunted Mansion,Take-Two Interactive,Take-Two Interactive,Platformer,NA,Platformer,2003,2003,T,T,1,1,NA,NA,NA,No,0.07,0.02,NA,NA,0.09
Doom 3,Activision,Activision,Shooter,Shooter,NA,2005,2005,M,M,1,1,4,4,88,Yes,0.85,0.43,NA,0.06,1.34
Doom 3: Resurrection of Evil,Activision,Activision,Shooter,Shooter,NA,2005,2005,M,M,1,1,4,4,77,Yes,0.53,0.15,NA,0.03,0.71
Double Pack: Finding Nemo / The Incredibles,THQ,THQ,ActionAdventure,ActionAdventure,NA,2006,2006,E,E,1,1,NA,NA,NA,No,0.31,0.09,NA,0.01,0.42
Double S.T.E.A.L. The Second Clash,Microsoft Game Studios,Microsoft Game Studios,Racing,Racing,NA,2005,2005,T,T,1,1,NA,NA,NA,No,NA,NA,NA,NA,NA
Dr. Muto,Midway Games,Midway Games,Platformer,NA,Platformer,2002,2002,T,T,1,1,NA,NA,70,No,0.04,0.01,NA,NA,0.06
Dr. Seuss' The Cat in the Hat,Vivendi Games,Vivendi Games,ActionAdventure,ActionAdventure,NA,2003,2003,E,E,1,1,NA,NA,56,No,0.08,0.02,NA,NA,0.11
Dragon Ball Z: Sagas,Atari,Atari,Fighting,NA,Fighting,2005,2005,T,T,2,2,NA,NA,51,No,0.18,0.05,NA,0.01,0.24
Dragon's Lair 3D: Return to the Lair,Ubisoft,Ubisoft,Platformer,NA,Platformer,2002,2002,T,T,1,1,NA,NA,62,No,0.04,0.01,NA,NA,0.05
Drake of the 99 Dragons,Majesco Entertainment,Other,Shooter,Shooter,NA,2003,2003,T,T,1,1,NA,NA,22,Yes,0.05,0.01,NA,NA,0.07
Dreamfall: The Longest Journey,Empire Interactive,Empire Interactive,ActionAdventure,ActionAdventure,NA,2006,2006,M,M,1,1,NA,NA,73,Yes,0.03,0.01,NA,NA,0.04
Driv3r,Atari,Atari,Racing,Racing,NA,2004,2004,M,M,1,1,NA,NA,56,No,0.36,0.38,NA,0.03,0.76
Driver: Parallel Lines,Atari,Atari,Racing,Racing,NA,2006,2006,M,M,1,1,NA,NA,69,No,0.05,0.01,NA,NA,0.07
Drome Racers,Electronic Arts,Electronic Arts,Racing,Racing,NA,2003,2003,E,E,4,4,NA,NA,NA,No,NA,NA,NA,NA,NA
Dungeons & Dragons Heroes,Atari,Atari,RPG,NA,RPG,2003,2003,T,T,4,4,NA,NA,72,Yes,0.19,0.06,NA,0.01,0.26
Dynasty Warriors 3,Tecmo Koei,Tecmo Koei,ActionAdventure,ActionAdventure,NA,2002,2002,T,T,2,2,NA,NA,70,No,0.06,0.02,NA,NA,0.08
Dynasty Warriors 4,Tecmo Koei,Tecmo Koei,ActionAdventure,ActionAdventure,NA,2003,2003,T,T,2,2,NA,NA,75,No,0.12,0.03,NA,0.01,0.16
Dynasty Warriors 5,Tecmo Koei,Tecmo Koei,ActionAdventure,ActionAdventure,NA,2005,2005,T,T,2,2,NA,NA,66,No,0.04,0.01,NA,NA,0.05
"Ed, Edd n Eddy: The Mis-Edventures",Midway Games,Midway Games,Platformer,NA,Platformer,2005,2005,E,E,1,1,NA,NA,56,No,0.02,0.01,NA,NA,0.02
Egg Mania: Eggstreme Madness,Kemco,Other,Puzzle,NA,Puzzle,2002,2002,E,E,2,2,NA,NA,58,No,0.01,NA,NA,NA,0.01
Enclave,Swing! Entertainment,Other,ActionAdventure,ActionAdventure,NA,2002,2002,M,M,1,1,NA,NA,66,Yes,0.11,0.03,NA,0.01,0.14
Enter the Matrix,Atari,Atari,ActionAdventure,ActionAdventure,NA,2003,2003,T,T,1,1,NA,NA,65,No,0.72,0.43,0.01,0.04,1.2
Eragon,Vivendi Games,Vivendi Games,ActionAdventure,ActionAdventure,NA,2006,2006,T,T,2,2,NA,NA,49,No,NA,NA,NA,NA,NA
ESPN College Hoops,Sega,Sega,Sports,Sports,NA,2003,2003,E,E,4,4,4,4,80,No,NA,NA,NA,NA,NA
ESPN College Hoops 2K5,Sega,Sega,Sports,Sports,NA,2004,2004,E,E,4,4,4,4,86,No,0.29,0.08,NA,0.01,0.38
ESPN International Winter Sports 2002,Konami Digital Entertainment,Konami Digital Entertainment,Sports,Sports,NA,2002,2002,E,E,2,2,NA,NA,62,No,NA,NA,NA,NA,NA
ESPN MLB Baseball,Sega,Sega,Sports,Sports,NA,2004,2004,E,E,4,4,2,2,78,No,0.1,0.03,NA,NA,0.14
ESPN MLS ExtraTime 2002,Konami Digital Entertainment,Konami Digital Entertainment,Sports,Sports,NA,2002,2002,E,E,4,4,NA,NA,68,No,0.01,NA,NA,NA,0.02
ESPN NBA 2K5,Sega,Sega,Sports,Sports,NA,2004,2004,E,E,2,2,2,2,85,No,0.88,0.04,NA,0.04,0.95
ESPN NBA 2Night 2002,Konami Digital Entertainment,Konami Digital Entertainment,Sports,Sports,NA,2002,2002,E,E,4,4,NA,NA,NA,No,0.01,NA,NA,NA,0.01
ESPN NBA Basketball,Sega,Sega,Sports,Sports,NA,2003,2003,E,E,4,4,8,8,87,No,0.2,0.06,NA,0.01,0.27
ESPN NFL 2K5,Sega,Sega,Sports,Sports,NA,2004,2004,E,E,4,4,8,8,88,No,1.54,0.02,NA,0.07,1.63
ESPN NFL Football,Sega,Sega,Sports,Sports,NA,2003,2003,E,E,4,4,8,8,91,No,0.27,0.08,NA,0.01,0.36
ESPN NFL Primetime 2002,Konami Digital Entertainment,Konami Digital Entertainment,Sports,Sports,NA,2002,2002,E,E,4,4,NA,NA,57,No,0.01,NA,NA,NA,0.02
ESPN NHL 2K5,Sega,Sega,Sports,Sports,NA,2004,2004,E,E,4,4,4,4,88,No,0.32,0.09,NA,0.02,0.42
ESPN NHL Hockey,Sega,Sega,Sports,Sports,NA,2003,2003,E,E,4,4,10,8,88,No,0.08,0.02,NA,NA,0.11
ESPN Winter X Games: Snowboarding 2002,Konami Digital Entertainment,Konami Digital Entertainment,Sports,Sports,NA,2002,2002,E,E,1,1,NA,NA,71,No,0.02,0.01,NA,NA,0.03
Evil Dead: Fistfull of Boomstick,THQ,THQ,ActionAdventure,ActionAdventure,NA,2003,2003,M,M,1,1,NA,NA,58,No,0.07,0.02,NA,NA,0.1
Evil Dead: Regeneration,THQ,THQ,ActionAdventure,ActionAdventure,NA,2005,2005,M,M,1,1,NA,NA,66,No,0.06,0.02,NA,NA,0.08
Exhibition,Microsoft Game Studios,Microsoft Game Studios,Misc,NA,Misc,2001,2002,NA,NA,NA,NA,NA,NA,NA,Yes,0.19,0.05,NA,0.01,0.25
Exhibition Volume 02,Microsoft Game Studios,Microsoft Game Studios,Misc,NA,Misc,2003,2003,NA,NA,NA,NA,NA,NA,NA,Yes,0.13,0.04,NA,0.01,0.17
Exhibition Volume 03,Microsoft Game Studios,Microsoft Game Studios,Misc,NA,Misc,2003,2003,NA,NA,NA,NA,NA,NA,NA,Yes,0.07,0.02,NA,NA,0.1
Exhibition Volume 4,Microsoft Game Studios,Microsoft Game Studios,Misc,NA,Misc,2003,2003,NA,NA,NA,NA,NA,NA,NA,Yes,0.05,0.02,NA,NA,0.07
Exhibition Volume 5,Microsoft Game Studios,Microsoft Game Studios,Misc,NA,Misc,2004,2004,NA,NA,NA,NA,NA,NA,NA,Yes,0.04,0.01,NA,NA,0.06
Exhibition Volume 6,Microsoft Game Studios,Microsoft Game Studios,Misc,NA,Misc,2004,2004,NA,NA,NA,NA,NA,NA,NA,Yes,0.01,NA,NA,NA,0.02
F1 2001,Electronic Arts,Electronic Arts,Racing,Racing,NA,2001,2002,E,E,4,4,NA,NA,83,No,0.05,0.01,NA,NA,0.06
F1 2002,Electronic Arts,Electronic Arts,Racing,Racing,NA,2002,2002,E,E,4,4,8,8,NA,No,NA,NA,NA,NA,NA
F1 Career Challenge,Electronic Arts,Electronic Arts,Racing,Racing,NA,2003,2003,E,E,4,4,8,8,NA,No,NA,NA,NA,NA,NA
Fable,Microsoft Game Studios,Microsoft Game Studios,RPG,NA,RPG,2004,2004,M,M,1,1,NA,NA,85,Yes,1.99,0.58,NA,0.09,2.66
Fable: The Lost Chapters,Microsoft Game Studios,Microsoft Game Studios,RPG,NA,RPG,2005,2005,M,M,1,1,NA,NA,83,Yes,NA,NA,NA,NA,NA
Fallout: Brotherhood of Steel,Avalon Interactive,Other,RPG,NA,RPG,2004,2004,M,M,2,2,NA,NA,66,No,0.04,0.01,NA,NA,0.05
Family Guy,Take-Two Interactive,Take-Two Interactive,ActionAdventure,ActionAdventure,NA,2006,2006,M,M,1,1,NA,NA,53,No,NA,NA,NA,NA,NA
Fantastic 4,Activision,Activision,ActionAdventure,ActionAdventure,NA,2005,2005,T,T,2,2,NA,NA,62,No,0.2,0.06,NA,0.01,0.27
Far Cry Instincts,Ubisoft,Ubisoft,Shooter,Shooter,NA,2005,2005,M,M,1,1,16,16,85,Yes,0.32,0.24,NA,0.02,0.57
Far Cry Instincts Evolution,Ubisoft,Ubisoft,Shooter,Shooter,NA,2006,2006,M,M,1,1,16,16,78,Yes,0.06,0.02,NA,NA,0.08
Fatal Frame,Tecmo Koei,Tecmo Koei,ActionAdventure,ActionAdventure,NA,2002,2002,T,T,1,1,NA,NA,77,No,0.04,0.01,NA,NA,0.06
Fatal Frame II: Crimson Butterfly Director's Cut,Tecmo Koei,Tecmo Koei,ActionAdventure,ActionAdventure,NA,2004,2004,M,M,1,1,NA,NA,84,No,0.04,0.01,NA,NA,0.05
FIFA 07 Soccer,Electronic Arts,Electronic Arts,Sports,Sports,NA,2006,2006,E,E,4,4,4,4,85,No,0.16,0.35,NA,0.04,0.54
FIFA Soccer 06,Electronic Arts,Electronic Arts,Sports,Sports,NA,2005,2005,E,E,4,4,4,4,80,No,0.29,0.38,NA,0.01,0.68
FIFA Soccer 2003,Electronic Arts,Electronic Arts,Sports,Sports,NA,2002,2002,E,E,4,4,NA,NA,88,No,0.2,0.4,NA,0.04,0.63
FIFA Soccer 2004,Electronic Arts,Electronic Arts,Sports,Sports,NA,2003,2003,E,E,4,4,NA,NA,82,No,0.24,0.49,NA,0.05,0.79
FIFA Soccer 2005,Electronic Arts,Electronic Arts,Sports,Sports,NA,2004,2004,E,E,4,4,4,4,81,No,0.33,0.6,NA,0.04,0.97
FIFA Street,Electronic Arts,Electronic Arts,Sports,Sports,NA,2005,2005,E,E,4,4,4,4,60,No,0.08,0.02,NA,NA,0.1
FIFA Street 2,Electronic Arts,Electronic Arts,Sports,Sports,NA,2006,2006,E,E,4,4,4,4,63,No,0.06,0.02,NA,NA,0.08
FIFA World Cup Germany 2006,Electronic Arts,Electronic Arts,Sports,Sports,NA,2006,2006,E,E,2,2,2,2,77,No,0.18,0.05,NA,0.01,0.24
Fight Club,Vivendi Games,Vivendi Games,Fighting,NA,Fighting,2004,2004,M,M,2,2,2,2,37,No,0.08,0.02,NA,NA,0.11
Fight Night 2004,Electronic Arts,Electronic Arts,Fighting,NA,Fighting,2004,2004,T,T,2,2,2,2,85,No,0.51,0.15,NA,0.02,0.68
Fight Night Round 2,Electronic Arts,Electronic Arts,Fighting,NA,Fighting,2005,2005,T,T,2,2,2,2,88,No,0.42,0.16,NA,0.02,0.6
Fight Night Round 3,Electronic Arts,Electronic Arts,Fighting,NA,Fighting,2006,2006,T,T,2,2,2,2,83,No,0.26,0.06,NA,0.01,0.33
Final Fight: Streetwise,Capcom,Capcom,ActionAdventure,ActionAdventure,NA,2006,2006,M,M,2,2,2,2,42,No,0.01,NA,NA,NA,0.02
Finding Nemo,THQ,THQ,ActionAdventure,ActionAdventure,NA,2003,2003,E,E,1,1,NA,NA,63,No,0.48,0.16,NA,0.02,0.66
Fireblade,Midway Games,Midway Games,ActionAdventure,ActionAdventure,NA,2002,2002,T,T,1,1,NA,NA,71,No,0.06,0.02,NA,NA,0.08
FlatOut,Empire Interactive,Empire Interactive,Racing,Racing,NA,2004,2004,T,T,2,2,8,8,71,No,0.12,0.04,NA,0.01,0.17
FlatOut 2,Empire Interactive,Empire Interactive,Racing,Racing,NA,2006,2006,T,T,2,2,8,8,73,No,0.03,0.01,NA,NA,0.04
Flight Academy,Aquasystem,Other,Simulation,NA,Simulation,2002,2002,E,E,1,1,NA,NA,NA,Yes,NA,NA,NA,NA,NA
Ford Bold Moves Street Racing,Empire Interactive,Empire Interactive,Racing,Racing,NA,2006,2006,E,E,1,1,2,2,44,No,NA,NA,NA,NA,NA
Ford Mustang: The Legend Lives,Take-Two Interactive,Take-Two Interactive,Racing,Racing,NA,2005,2005,E,E,2,2,NA,NA,55,No,0.07,0.02,NA,NA,0.09
Ford Racing 2,Take-Two Interactive,Take-Two Interactive,Racing,Racing,NA,2003,2003,E,E,2,2,2,2,62,No,0.11,0.03,NA,0.01,0.15
Ford Racing 3,Take-Two Interactive,Take-Two Interactive,Racing,Racing,NA,2004,2004,E,E,2,2,6,4,58,No,0.07,0.02,NA,NA,0.09
Ford vs. Chevy,Global Star,Global Star,Racing,Racing,NA,2005,2005,E,E,2,2,6,4,NA,No,0.06,0.02,NA,NA,0.08
Forgotten Realms: Demon Stone,Atari,Atari,ActionAdventure,ActionAdventure,NA,2004,2004,T,T,1,1,NA,NA,72,No,0.06,0.02,NA,NA,0.09
Forza Motorsport,Microsoft Game Studios,Microsoft Game Studios,Racing,Racing,NA,2005,2005,E,E,2,2,8,8,92,Yes,0.52,0.51,NA,0.02,1.05
Freaky Flyers,Midway Games,Midway Games,Racing,Racing,NA,2003,2003,T,T,2,2,NA,NA,64,No,0.02,0.01,NA,NA,0.03
Freedom Fighters,Electronic Arts,Electronic Arts,Shooter,Shooter,NA,2003,2003,T,T,4,4,NA,NA,82,No,0.17,0.05,NA,0.01,0.23
Freestyle Metal X,Midway Games,Midway Games,Racing,Racing,NA,2003,2003,T,T,4,4,NA,NA,67,No,0.02,NA,NA,NA,0.02
Freestyle Street Soccer,Acclaim Entertainment,Acclaim Entertainment,Sports,Sports,NA,2004,2004,T,T,4,4,NA,NA,40,No,NA,NA,NA,NA,NA
Frogger Beyond,Konami Digital Entertainment,Konami Digital Entertainment,Platformer,NA,Platformer,2002,2002,E,E,1,1,NA,NA,NA,No,0.06,0.02,NA,NA,0.08
Frogger: Ancient Shadow,Konami Digital Entertainment,Konami Digital Entertainment,Platformer,NA,Platformer,2005,2005,E,E,4,4,NA,NA,47,No,0.02,0.01,NA,NA,0.03
From Russia With Love,Electronic Arts,Electronic Arts,ActionAdventure,ActionAdventure,NA,2005,2005,T,T,4,4,NA,NA,71,No,0.15,0.04,NA,0.01,0.2
Full Spectrum Warrior,THQ,THQ,Strategy,NA,Strategy,2004,2004,M,M,2,2,2,2,84,No,0.54,0.16,NA,0.03,0.73
Full Spectrum Warrior: Ten Hammers,THQ,THQ,Strategy,NA,Strategy,2006,2006,M,M,2,2,8,8,69,No,0.03,0.01,NA,NA,0.05
Furious Karting,Atari,Atari,Racing,Racing,NA,2003,2003,T,T,4,4,NA,NA,63,Yes,0.01,NA,NA,NA,0.01
Futurama,SCi,Other,Platformer,NA,Platformer,2003,2003,T,T,1,1,NA,NA,58,No,0.03,0.01,NA,NA,0.05
Future Tactics: The Uprising,JoWood Productions,Other,Strategy,NA,Strategy,2004,2004,T,T,2,2,2,2,61,No,0.02,0.01,NA,NA,0.03
Fuzion Frenzy,Microsoft Game Studios,Microsoft Game Studios,Party,NA,Party,2001,2002,E,E,4,4,NA,NA,70,Yes,0.93,0.24,NA,0.04,1.21
Galaxy Angel,Broccoli,Other,Strategy,NA,Strategy,2003,2003,E,E,1,1,NA,NA,NA,No,NA,NA,NA,NA,NA
Galleon: Islands of Mystery,SCi,Other,ActionAdventure,ActionAdventure,NA,2004,2004,T,T,1,1,NA,NA,67,Yes,0.02,0.01,NA,NA,0.03
Gauntlet: Dark Legacy,Midway Games,Midway Games,ActionAdventure,ActionAdventure,NA,2002,2002,T,T,4,4,NA,NA,54,No,0.13,0.04,NA,0.01,0.17
Gauntlet: Seven Sorrows,Midway Games,Midway Games,RPG,NA,RPG,2005,2005,T,T,4,4,4,4,61,No,0.14,0.04,NA,0.01,0.18
Gene Troopers,Playlogic Game Factory,Other,Shooter,Shooter,NA,2006,2006,M,M,1,1,NA,NA,NA,No,NA,NA,NA,NA,NA
Genma Onimusha,Capcom,Capcom,ActionAdventure,ActionAdventure,NA,2002,2002,M,M,1,1,4,4,83,No,0.14,0.04,0.05,0.01,0.24
Gladiator: Sword of Vengeance,Acclaim Entertainment,Acclaim Entertainment,ActionAdventure,ActionAdventure,NA,2003,2003,M,M,1,1,NA,NA,65,No,0.04,0.01,NA,NA,0.05
Gladius,Activision,Activision,Strategy,NA,Strategy,2003,2003,T,T,4,4,NA,NA,79,No,0.1,0.03,NA,NA,0.14
Goblin Commander: Unleash the Horde,Jaleco,Other,Strategy,NA,Strategy,2003,2003,T,T,2,2,NA,NA,70,No,0.06,0.02,NA,NA,0.08
Godzilla: Destroy All Monsters Melee,Atari,Atari,Fighting,NA,Fighting,2002,2002,T,T,4,4,NA,NA,71,No,0.09,0.03,NA,NA,0.12
Godzilla: Save the Earth,Atari,Atari,Fighting,NA,Fighting,2004,2004,T,T,4,4,4,4,63,No,0.1,0.03,NA,NA,0.14
GoldenEye: Rogue Agent,Electronic Arts,Electronic Arts,Shooter,Shooter,NA,2004,2004,T,T,4,4,8,8,61,No,0.34,0.13,NA,0.02,0.49
Gotcha!,Global Star,Global Star,Shooter,Shooter,NA,2005,2005,E,E,1,1,12,8,NA,Yes,NA,NA,NA,NA,NA
Grabbed by the Ghoulies,Microsoft Game Studios,Microsoft Game Studios,ActionAdventure,ActionAdventure,NA,2003,2003,E,E,1,1,NA,NA,66,Yes,0.11,0.03,NA,0.01,0.14
Grand Theft Auto: San Andreas,Take-Two Interactive,Take-Two Interactive,ActionAdventure,ActionAdventure,NA,2005,2005,M,M,2,2,NA,NA,93,No,1.26,0.61,NA,0.09,1.95
Grand Theft Auto: The Trilogy,Take-Two Interactive,Take-Two Interactive,ActionAdventure,ActionAdventure,NA,2005,2005,M,M,1,1,NA,NA,NA,No,0.06,0.02,NA,NA,0.09
Gravity Games Bike: Street Vert Dirt,Midway Games,Midway Games,Sports,Sports,NA,2002,2002,T,T,2,2,NA,NA,NA,No,0.01,NA,NA,NA,0.01
Greg Hastings' Tournament Paintball,Activision,Activision,Shooter,Shooter,NA,2004,2004,T,T,4,4,14,8,74,Yes,0.46,0.06,NA,0.02,0.54
Greg Hastings' Tournament Paintball Max'd,Activision,Activision,Shooter,Shooter,NA,2005,2005,E10,E,4,4,14,8,69,No,NA,NA,NA,NA,NA
Grooverider: Slot Car Thunder,Encore,Other,Racing,Racing,NA,2003,2003,E,E,4,4,NA,NA,45,No,0.01,NA,NA,NA,0.01
Group S Challenge,Capcom,Capcom,Racing,Racing,NA,2003,2003,E,E,2,2,NA,NA,57,Yes,0.02,NA,NA,NA,0.02
Guilty Gear Isuka,505 Games,Other,Fighting,NA,Fighting,2004,2004,T,T,4,4,16,16,NA,No,NA,NA,NA,NA,NA
Guilty Gear X2 #Reload,Zoo Digital Publishing,Other,Fighting,NA,Fighting,2004,2004,T,T,2,2,NA,NA,86,No,0.11,0.03,NA,0.01,0.15
Gun,Activision,Activision,Shooter,Shooter,NA,2005,2005,M,M,1,1,NA,NA,79,No,0.38,0.12,NA,0.02,0.52
Gun Metal,Rage Software,Other,Shooter,Shooter,NA,2002,2002,T,T,1,1,NA,NA,63,Yes,0.08,0.02,NA,NA,0.11
GunGriffon: Allied Strike,Microsoft Game Studios,Microsoft Game Studios,Simulation,NA,Simulation,2004,2004,T,T,1,1,8,8,55,Yes,0.02,0.01,NA,NA,0.03
Gunvalkyrie,Infogrames,Other,Shooter,Shooter,NA,2002,2002,T,T,1,1,NA,NA,73,Yes,0.13,0.04,NA,0.01,0.17
Half-Life 2,Electronic Arts,Electronic Arts,Shooter,Shooter,NA,2005,2005,M,M,1,1,NA,NA,90,Yes,0.37,0.21,NA,0.03,0.61
Halo 2,Microsoft Game Studios,Microsoft Game Studios,Shooter,Shooter,NA,2004,2004,M,M,4,4,16,16,95,Yes,6.82,1.53,0.05,0.08,8.49
Halo 2 Multiplayer Map Pack,Microsoft Game Studios,Microsoft Game Studios,Shooter,Shooter,NA,2005,2005,M,M,4,4,16,16,89,Yes,0.54,0.13,NA,0.02,0.69
Halo Triple Pack,Microsoft Game Studios,Microsoft Game Studios,Shooter,Shooter,NA,2005,2005,M,M,4,4,16,16,NA,Yes,0.12,0.03,NA,0.01,0.16
Halo: Combat Evolved,Microsoft Game Studios,Microsoft Game Studios,Shooter,Shooter,NA,2001,2002,M,M,4,4,NA,NA,97,Yes,4.98,1.3,0.08,0.07,6.43
Harry Potter and the Chamber of Secrets,Electronic Arts,Electronic Arts,ActionAdventure,ActionAdventure,NA,2002,2002,E,E,1,1,NA,NA,77,No,0.27,0.08,NA,0.01,0.36
Harry Potter and the Goblet of Fire,Electronic Arts,Electronic Arts,ActionAdventure,ActionAdventure,NA,2005,2005,E10,E,3,2,NA,NA,68,No,0.18,0.05,NA,0.01,0.23
Harry Potter and the Prisoner of Azkaban,Electronic Arts,Electronic Arts,ActionAdventure,ActionAdventure,NA,2004,2004,E,E,1,1,NA,NA,67,No,0.14,0.04,NA,0.01,0.19
Harry Potter and the Sorcerer's Stone,Electronic Arts,Electronic Arts,ActionAdventure,ActionAdventure,NA,2003,2003,E,E,1,1,NA,NA,59,No,0.05,0.02,NA,NA,0.07
Harry Potter: Quidditch World Cup,Electronic Arts,Electronic Arts,Sports,Sports,NA,2003,2003,E,E,1,1,NA,NA,69,No,0.14,0.04,NA,0.01,0.19
Headhunter: Redemption,Sega,Sega,ActionAdventure,ActionAdventure,NA,2004,2004,M,M,1,1,NA,NA,59,No,0.02,NA,NA,NA,0.02
Hello Kitty: Roller Rescue,Empire Interactive,Empire Interactive,ActionAdventure,ActionAdventure,NA,2005,2005,E,E,1,1,NA,NA,NA,No,NA,NA,NA,NA,NA
Heroes of the Pacific,Codemasters,Codemasters,Simulation,NA,Simulation,2005,2005,T,T,2,2,8,8,76,No,0.1,0.03,NA,NA,0.13
High Heat Major League Baseball 2004,3DO,Other,Sports,Sports,NA,2003,2003,E,E,2,2,NA,NA,83,No,0.06,0.02,NA,NA,0.08
High Rollers Casino,Mud Duck Productions,Other,Misc,NA,Misc,2004,2004,E,E,1,1,NA,NA,NA,No,0.1,0.03,NA,NA,0.13
Hitman 2: Silent Assassin,Eidos Interactive,Eidos Interactive,ActionAdventure,ActionAdventure,NA,2002,2002,M,M,1,1,NA,NA,84,No,0.76,0.38,NA,0.05,1.19
Hitman: Blood Money,Eidos Interactive,Eidos Interactive,ActionAdventure,ActionAdventure,NA,2006,2006,M,M,1,1,NA,NA,81,No,0.11,0.03,NA,0.01,0.14
Hitman: Contracts,Eidos Interactive,Eidos Interactive,Shooter,Shooter,NA,2004,2004,M,M,1,1,NA,NA,78,No,0.26,0.07,NA,0.01,0.34
Hot Wheels: Stunt Track Challenge,THQ,THQ,Racing,Racing,NA,2004,2004,E,E,4,4,NA,NA,63,No,0.08,0.02,NA,NA,0.1
Hulk,Universal Interactive,Other,ActionAdventure,ActionAdventure,NA,2003,2003,T,T,1,1,NA,NA,69,No,0.25,0.07,NA,0.01,0.33
Hummer Badlands,Global Star,Global Star,Racing,Racing,NA,2006,2006,E,E,2,2,NA,NA,44,No,0.01,NA,NA,NA,0.02
Hunter: The Reckoning,Interplay,Other,ActionAdventure,ActionAdventure,NA,2002,2002,M,M,4,4,NA,NA,79,No,0.28,0.08,NA,0.01,0.38
Hunter: The Reckoning Redeemer,Interplay,Other,ActionAdventure,ActionAdventure,NA,2003,2003,M,M,4,4,NA,NA,72,Yes,0.13,0.04,NA,0.01,0.17
